keywords,keyword_theme,event,speaker(s),other_tags,speaker_occupation,views,comments,popularity_index,video,description,year_published,year_filmed,date_published,#_languages,duration_(min),TED_url,label,id,photo,Cluster,theme_centrality,theme_bridging,x_tsne,y_tsne,x_force_directed,y_force_directed
engineering|biology|invention|africa|disease|microbiology,"health, medicine, health care",TED2010,Frederick Balagadde,ted fellows,Inventor,295059,38,-0.54,https://embed.ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip,"Drugs alone can't stop disease in sub-Saharan Africa: We need diagnostic tools to match. TED Senior Fellow Frederick Balagadde shows how we can multiply the power and availability of an unwieldy, expensive diagnostic lab -- by miniaturizing it to the size of a chip.",2010,2010,1271840700,28,6.18,https://www.ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip,Frederick Balagadde: Bio-lab on a microchip,667,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/frederick_balagadde_bio_lab_on_a_microchip.png,Cluster_7,-0.8074320963196802,-0.7565195848388008,11.121333122253418,-36.36214065551758,-0.5010820627212524,0.3319771885871887
culture|entertainment|psychology|design|business|collaboration,"culture, business, technology",TED2010,Tom Wujec,,Designer,3917039,181,0.46,https://embed.ted.com/talks/tom_wujec_build_a_tower,"Tom Wujec presents some surprisingly deep research into the ""marshmallow problem"" -- a simple team-building exercise that involves dry spaghetti, one yard of tape and a marshmallow. Who can build the tallest tower with these ingredients? And why does a surprising group always beat the average?",2010,2010,1271926380,34,6.85,https://www.ted.com/talks/tom_wujec_build_a_tower,"Tom Wujec: Build a tower, build a team",668,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/tom_wujec_build_a_tower_build_a_team.png,Cluster_3,0.1049941924161256,0.8146137755193547,5.416658401489258,12.012181282043457,0.028219567611813545,-0.11919689178466797
culture|social change|democracy|business|writing|politics,"global issues, war, education",TED2010,Omar Ahmad,,"Technologist, city councilman",538014,89,-0.31,https://embed.ted.com/talks/omar_ahmad_political_change_with_pen_and_paper,"Want your local politician to pay attention to an issue you care about? Send a monthly handwritten letter, says former mayor Omar Ahmad -- it's more effective than email, phone, or even writing a check. He shares four steps to writing a letter that works.",2010,2010,1272011040,33,6.12,https://www.ted.com/talks/omar_ahmad_political_change_with_pen_and_paper,Omar Ahmad: Political change with pen and paper,669,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/omar_ahmad_political_change_with_pen_and_paper.png,Cluster_0,-0.2613969281727933,0.9501567347244072,18.234298706054688,12.54063892364502,0.21621829271316528,-0.03358485549688339
culture|social change|feminism|potential|women,"global issues, war, education",TEDIndia 2009,Kavita Ramdas,,Philanthropist,473956,150,-0.37,https://embed.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition,Investing in women can unlock infinite potential around the globe. But how can women walk the line between Western-style empowerment and traditional culture? Kavita Ramdas of the Global Fund for Women talks about three encounters with powerful women who fight to make the world better -- while preserving the traditions that sustain them.,2010,2009,1272272700,23,23.63,https://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition,"Kavita Ramdas: Radical women, embracing tradition",670,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/kavita_ramdas_radical_women_embracing_tradition.png,Cluster_0,0.1198811706444955,0.5331900849394456,16.115276336669922,25.79290199279785,0.34636032581329346,-0.1057918444275856
science|biology|simplicity|string theory|math|physics|universe|computers|complexity,"universe, science, astronomy",TED2010,Stephen Wolfram,,"Scientist, inventor",1542898,278,0.14,https://embed.ted.com/talks/stephen_wolfram_computing_a_theory_of_everything,"Stephen Wolfram, creator of Mathematica, talks about his quest to make all knowledge computational -- able to be searched, processed and manipulated. His new search engine, Wolfram Alpha, has no lesser goal than to model and explain the physics underlying the universe.",2010,2010,1272357000,24,19.97,https://www.ted.com/talks/stephen_wolfram_computing_a_theory_of_everything,Stephen Wolfram: Computing a theory of all knowledge,671,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/stephen_wolfram_computing_a_theory_of_all_knowledge.png,Cluster_14,0.03032586150276403,-0.8083146987437637,-21.116924285888672,-20.437034606933594,-0.4035513699054718,-0.052390534430742264
oceans|goal-setting|entertainment|adventure|global issues,"photography, storytelling, film",Mission Blue Voyage,Roz Savage,,Ocean rower,642744,84,-0.22,https://embed.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific,"Five years ago, Roz Savage quit her high-powered London job to become an ocean rower. She's crossed the Atlantic solo, and just started the third leg of a Pacific solo row, the first for a woman. Why does she do it? Hear her reasons, both deeply personal and urgently activist.",2010,2010,1272442140,26,18.58,https://www.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific,Roz Savage: Why I'm rowing across the Pacific,672,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/roz_savage_why_i_m_rowing_across_the_pacific.png,Cluster_13,-1.085271338054406,0.1908498197976569,-7.318511486053467,15.811888694763184,0.20109154284000397,0.22627805173397064
history|science|technology|chemistry|simplicity|design|complexity,"culture, business, technology",TED2010,George Whitesides,,Chemist,619489,79,-0.4,https://embed.ted.com/talks/george_whitesides_toward_a_science_of_simplicity,"Simplicity: We know it when we see it -- but what is it, exactly? In this funny, philosophical talk, George Whitesides chisels out an answer.",2010,2010,1272472440,22,18.58,https://www.ted.com/talks/george_whitesides_toward_a_science_of_simplicity,George Whitesides: Toward a science of simplicity,673,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/george_whitesides_toward_a_science_of_simplicity.png,Cluster_3,-0.9723213227065044,1.228935605450542,-22.933837890625,-15.015542030334473,-0.18578924238681793,0.018846428021788597
entertainment|comedy|statistics|humor,"comedy, humor, spoken word",TED2010,Sebastian Wernicke,,Data scientist,2212944,279,0.24,https://embed.ted.com/talks/lies_damned_lies_and_statistics_about_tedtalks,"In a brilliantly tongue-in-cheek analysis, Sebastian Wernicke turns the tools of statistical analysis on TEDTalks, to come up with a metric for creating ""the optimum TEDTalk"" based on user ratings. How do you rate it? ""Jaw-dropping""? ""Unconvincing""? Or just plain ""Funny""?",2010,2010,1272617940,37,5.98,https://www.ted.com/talks/lies_damned_lies_and_statistics_about_tedtalks,"Sebastian Wernicke: Lies, damned lies and statistics (about TEDTalks)",674,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/sebastian_wernicke_lies_damned_lies_and_statistics_about_tedtalks.png,Cluster_10,3.660693424571493,-0.5675358847546668,-13.227149963378906,26.75187110900879,0.21725811064243317,-0.2687909007072449
science|data|poverty|economics|big problems|cities,"science, biology, animals",TED2010,Esther Duflo,,Development economist,876307,206,-0.05,https://embed.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty,"Alleviating poverty is more guesswork than science, and lack of data on aid's impact raises questions about how to provide it. But Clark Medal-winner Esther Duflo says it's possible to know which development efforts help and which hurt -- by testing solutions with randomized trials.",2010,2010,1272878340,28,16.78,https://www.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty,Esther Duflo: Social experiments to fight poverty,675,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/esther_duflo_social_experiments_to_fight_poverty.png,Cluster_2,-1.174866073712494,0.4708689025188364,12.752636909484863,5.86640739440918,-0.018844755366444588,0.1140633076429367
leadership|entrepreneur|business|success,"culture, business, technology",TEDxPuget Sound ,Simon Sinek,tedx,Leadership expert,34309432,1930,0.92,https://embed.ted.com/talks/simon_sinek_how_great_leaders_inspire_action,"Simon Sinek has a simple but powerful model for inspirational leadership -- starting with a golden circle and the question ""Why?""  His examples include Apple, Martin Luther King, and the Wright brothers ...",2010,2009,1272965460,45,18.07,https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action,Simon Sinek: How great leaders inspire action,676,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/simon_sinek_how_great_leaders_inspire_action.png,Cluster_3,0.05930541606557635,-0.08722707560914691,13.688684463500977,34.20372772216797,-0.09339925646781921,-0.47330307960510254
oceans|science|fish|green|mission blue,"science, biology, animals",Mission Blue Voyage,Jeremy Jackson,,Marine ecologist,612260,292,-0.23,https://embed.ted.com/talks/jeremy_jackson,"In this bracing talk, coral reef ecologist Jeremy Jackson lays out the shocking state of the ocean today: overfished, overheated, polluted, with indicators that things will get much worse. Astonishing photos and stats make the case.",2010,2010,1273048080,24,18.32,https://www.ted.com/talks/jeremy_jackson,Jeremy Jackson: How we wrecked the ocean,677,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/jeremy_jackson_how_we_wrecked_the_ocean.png,Cluster_2,2.805664572901456,-0.7973843297393974,-8.79879379272461,-28.72516441345215,-0.14988408982753754,0.3362039029598236
poverty|invention|creativity|innovation|entrepreneur,"culture, business, technology",TEDIndia 2009,Anil Gupta,,Innovation advocate,649531,120,-0.38,https://embed.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention,"Anil Gupta is on the hunt for the developing world's unsung inventors -- indigenous entrepreneurs whose ingenuity, hidden by poverty, could change many people's lives. He shows how the Honey Bee Network helps them build the connections they need -- and gain the recognition they deserve.",2010,2009,1273137600,26,22.92,https://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention,Anil Gupta: India's hidden hotbeds of invention,678,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/anil_gupta_india_s_hidden_hotbeds_of_invention.png,Cluster_3,-0.2909944983286466,-0.3456672840474382,-10.048898696899414,-4.371913433074951,-0.2612720727920532,-0.13631930947303772
history|entertainment|live music|map|music,"music, live music, performance",TED2010,Thomas Dolby,,Electronic music pioneer,577356,64,-0.27,https://embed.ted.com/talks/pistol,"To write his first studio album in decades, ""A Map of the Floating City,"" Thomas Dolby has been working in the inspirational setting of a restored lifeboat. At TED2010 he premieres a gorgeous, evocative song from that album -- about one night with a legend. He's backed by members of the modern string quartet Ethel.",2010,2010,1273216740,26,4.95,https://www.ted.com/talks/pistol,"Thomas Dolby: ""Love Is a Loaded Pistol""",679,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/thomas_dolby_love_is_a_loaded_pistol.png,Cluster_4,0.1443703745048303,-0.69485986581624,-21.544496536254883,34.634117126464844,0.1226310208439827,-0.38012152910232544
friendship|science|evolution|obesity|health|medicine|happiness|society|family,"health, medicine, health care",TED2010,Nicholas Christakis,,"Physician, social scientist",1324929,314,0.14,https://embed.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,"We're all embedded in vast social networks of friends, family, co-workers and more. Nicholas Christakis tracks how a wide variety of traits -- from happiness to obesity -- can spread from person to person, showing how your location in the network might impact your life in ways you don't even know.",2010,2010,1273483440,31,20.98,https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,Nicholas Christakis: The hidden influence of social networks,680,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/nicholas_christakis_the_hidden_influence_of_social_networks.png,Cluster_7,-0.8440876721909276,0.8810776526601843,15.819357872009277,-20.804765701293945,-0.16661620140075684,0.10013122111558914
insects|poverty|invention|technology|big problems|creativity|demo|innovation|disease,"culture, business, technology",TED2010,Nathan Myhrvold,ted brain trust,Polymath,851719,304,-0.26,https://embed.ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria,"Nathan Myhrvold and team's latest inventions -- as brilliant as they are bold -- remind us that the world needs wild creativity to tackle big problems like malaria. And just as that idea sinks in, he rolls out a live demo of a new, mosquito-zapping gizmo you have to see to believe.",2010,2010,1273568940,24,16.97,https://www.ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria,Nathan Myhrvold: Could this laser zap malaria?,681,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/nathan_myhrvold_could_this_laser_zap_malaria.png,Cluster_3,-0.3299478525660691,-0.5785676198362562,-9.679855346679688,-3.9502806663513184,-0.15199004113674164,-0.10918295383453369
oceans|science|fish|mission blue|data|economics,"science, biology, animals",Mission Blue Voyage,Enric Sala,,Marine ecologist,316507,98,-0.51,https://embed.ted.com/talks/enric_sala,"Enric Sala shares glorious images -- and surprising insights and data -- from some of the most pristine areas of the ocean. He shows how we can restore more of our oceans to this healthy, balanced state, and the powerful ecological and economic benefits of doing so.",2010,2010,1273654320,20,19.92,https://www.ted.com/talks/enric_sala,Enric Sala: Glimpses of a pristine ocean,682,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/enric_sala_glimpses_of_a_pristine_ocean.png,Cluster_2,1.769382411033651,-0.7973843297393974,-8.4054594039917,-29.06431770324707,-0.13564074039459229,0.3067745268344879
teaching|children|math|student|education,"global issues, war, education",TEDxNYED,Dan Meyer,tedx,Educator,2465179,454,0.41,https://embed.ted.com/talks/dan_meyer_math_curriculum_makeover,"Today's math curriculum is teaching students to expect -- and excel at -- paint-by-numbers classwork, robbing kids of a skill more important than solving problems: formulating them. Dan Meyer shows classroom-tested math exercises that prompt students to stop and think.",2010,2010,1273738980,32,11.65,https://www.ted.com/talks/dan_meyer_math_curriculum_makeover,Dan Meyer: Math class needs a makeover,683,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/dan_meyer_math_class_needs_a_makeover.png,Cluster_0,-0.03113310136577662,0.03740157878520969,1.2754424810409546,7.530599117279053,0.18843233585357666,0.01243987400084734
comedy|children|sex|humor,"comedy, humor, spoken word",TED2010,Julia Sweeney,,"Actor, comedian, playwright",3362099,233,0.42,https://embed.ted.com/talks/julia_sweeney_has_the_talk,"Despite her best efforts, comedian Julia Sweeney is forced to tell a little white lie when her 8-year-old begins learning about frog reproduction -- and starts to ask some very smart questions.",2010,2010,1273827600,41,5.27,https://www.ted.com/talks/julia_sweeney_has_the_talk,"Julia Sweeney: It's time for ""The Talk""",684,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/julia_sweeney_it_s_time_for_the_talk.png,Cluster_10,-0.1131472201224689,-0.8214174492016922,-24.998458862304688,20.543846130371094,0.49117761850357056,-0.1837262511253357
peace|mind|psychology|war|humanity,"brain, psychology, mind",Toronto Youth Corps,Viktor Frankl,,"Psychiatrist, neurologist, author",1028630,373,-0.31,https://embed.ted.com/talks/viktor_frankl_youth_in_search_of_meaning,"In this rare clip from 1972, legendary psychiatrist and Holocaust-survivor Viktor Frankl delivers a powerful message about the human search for meaning -- and the most important gift we can give others.",2010,1972,1273847820,0,4.37,https://www.ted.com/talks/viktor_frankl_youth_in_search_of_meaning,Viktor Frankl: Why believe in others,685,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/viktor_frankl_why_believe_in_others.png,Cluster_8,-0.6793458667596732,1.201985536905585,32.25411605834961,8.578229904174805,0.17990992963314056,0.21604232490062714
history|science|technology|food|medicine|cancer,"health, medicine, health care",TED2010,William Li,,Cancer researcher,4149065,585,0.61,https://embed.ted.com/talks/william_li,"William Li presents a new way to think about treating cancer and other diseases: anti-angiogenesis, preventing the growth of blood vessels that feed a tumor. The crucial first (and best) step: Eating cancer-fighting foods that cut off the supply lines and beat cancer at its own game. NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Enjoy it as a piece of science history but not as the last word on this topic. Read ""Criticisms & updates"" below for more details.",2010,2010,1274084940,38,20.03,https://www.ted.com/talks/william_li,William Li: Can we eat to starve cancer?,686,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/william_li_can_we_eat_to_starve_cancer.png,Cluster_7,-0.4319696415155948,1.560012997805192,12.473752975463867,-26.679296493530273,-0.26161378622055054,0.06853730976581573
culture|green|environment|animals|food|global issues,"science, biology, animals",TED2010,Graham Hill,,Journalist,2108816,650,0.37,https://embed.ted.com/talks/graham_hill_weekday_vegetarian,"We all know the arguments that being vegetarian is better for the environment and for the animals -- but in a carnivorous culture, it can be hard to make the change. Graham Hill has a powerful, pragmatic suggestion: Be a weekday veg.",2010,2010,1274168700,49,5.75,https://www.ted.com/talks/graham_hill_weekday_vegetarian,Graham Hill: Why I'm a weekday vegetarian,687,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/graham_hill_why_i_m_a_weekday_vegetarian.png,Cluster_2,-0.5357930835400742,0.9712695618076024,-5.280889987945557,-29.557281494140625,0.008371736854314804,0.25504323840141296
oceans|science|culture|mission blue|animals|global issues,"science, biology, animals",Mission Blue Voyage,Dee Boersma,,Conservation biologist,358820,68,-0.46,https://embed.ted.com/talks/dee_boersma_pay_attention_to_penguins,"Think of penguins as ocean sentinels, says Dee Boersma -- they're on the frontlines of sea change. Sharing stories of penguin life and culture, she suggests that we start listening to what penguins are telling us.",2010,2010,1274258760,21,15.15,https://www.ted.com/talks/dee_boersma_pay_attention_to_penguins,Dee Boersma: Pay attention to penguins,688,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/dee_boersma_pay_attention_to_penguins.png,Cluster_2,1.965127025384185,-0.2624133031851307,-7.710193634033203,-30.43132972717285,-0.09147936850786209,0.2744024097919464
science|alternative energy|green|oil|energy|technology|exploration|resources,"business, global issues, technology",TED2010,Richard Sears,,Geophysicist,603657,212,-0.28,https://embed.ted.com/talks/richard_sears_planning_for_the_end_of_oil,"As the world's attention focuses on the perils of oil exploration, we present Richard Sears' talk from early February 2010. Sears, an expert in developing new energy resources, talks about our inevitable and necessary move away from oil. Toward ... what?",2010,2010,1274352780,31,9.8,https://www.ted.com/talks/richard_sears_planning_for_the_end_of_oil,Richard Sears: Planning for the end of oil,689,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/richard_sears_planning_for_the_end_of_oil.png,Cluster_1,0.08458239062897205,-0.3471689410704391,-9.005066871643066,-20.88460922241211,-0.26136258244514465,0.188968688249588
science|biology|technology|genetics|business|dna,"science, biology, animals",TED in the Field,Craig Venter,,"Biologist, genetics pioneer",1086357,580,0.05,https://embed.ted.com/talks/craig_venter_unveils_synthetic_life,"Craig Venter and team make a historic announcement: they've created the first fully functioning, reproducing cell controlled by synthetic DNA. He explains how they did it and why the achievement marks the beginning of a new era for science.",2010,2010,1274433180,25,18.28,https://www.ted.com/talks/craig_venter_unveils_synthetic_life,"Craig Venter: Watch me unveil ""synthetic life""",690,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/craig_venter_watch_me_unveil_synthetic_life.png,Cluster_2,2.868111210463873,0.4951766596162496,1.4228479862213135,-30.76521110534668,-0.3191925585269928,0.11270956695079803
invention|creativity|education|children,"global issues, war, education",TED2010,Ken Robinson,ted brain trust,Author/educator,7266316,1234,0.75,https://embed.ted.com/talks/sir_ken_robinson_bring_on_the_revolution,"In this poignant, funny follow-up to his fabled 2006 talk, Sir Ken Robinson makes the case for a radical shift from standardized schools to personalized learning -- creating conditions where kids' natural talents can flourish.",2010,2010,1274691960,57,16.8,https://www.ted.com/talks/sir_ken_robinson_bring_on_the_revolution,Ken Robinson: Bring on the learning revolution!,691,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/sir_ken_robinson_bring_on_the_learning_revolution.png,Cluster_0,-0.3759540527331124,1.487822861910846,-9.372711181640625,-1.8786894083023071,0.02053331956267357,-0.0191489290446043
culture|film|creativity|design|law|software|business|innovation|media|fashion|music,"culture, business, technology",TEDxUSC,Johanna Blakley,tedx,Media maven,1033272,304,-0.17,https://embed.ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture,"Copyright law's grip on film, music and software barely touches the fashion industry ... and fashion benefits in both innovation and sales, says Johanna Blakley. In her talk, she talks about what all creative industries can learn from fashion's free culture.",2010,2010,1274773980,30,15.6,https://www.ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture,Johanna Blakley: Lessons from fashion's free culture,692,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/johanna_blakley_lessons_from_fashion_s_free_culture.png,Cluster_3,-0.4034372039091189,0.02954062577611765,-10.382332801818848,7.044515609741211,0.08959296345710754,-0.02557584084570408
culture|film|war|suicide|children|politics,"global issues, war, education",TED2010,Sharmeen Obaid-Chinoy,ted fellows,Filmmaker,1057238,1502,0.01,https://embed.ted.com/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers,Filmmaker Sharmeen Obaid-Chinoy takes on a terrifying question: How does the Taliban convince children to become suicide bombers? Propaganda footage from a training camp is intercut with her interviews of young camp graduates. A shocking vision.,2010,2010,1274865960,32,8.15,https://www.ted.com/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,693,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers.png,Cluster_0,-0.3426771810791602,-0.2623532787320175,19.576393127441406,11.466020584106445,0.3334628939628601,-0.006072869058698416
vaccines|aids|design|health|medicine|hiv|disease|global issues,"health, medicine, health care",TED2010,Seth Berkley,,Vaccine visionary,541076,139,-0.29,https://embed.ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy,"Seth Berkley explains how smart advances in vaccine design, production and distribution are bringing us closer than ever to eliminating a host of global threats -- from AIDS to malaria to flu pandemics.",2010,2010,1274952720,25,21.08,https://www.ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy,Seth Berkley: HIV and flu -- the vaccine strategy,694,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/seth_berkley_hiv_and_flu_the_vaccine_strategy.png,Cluster_7,0.7876246544262961,-0.7565195848388008,25.860347747802734,-20.92871856689453,-0.24396871030330658,0.2926367223262787
storytelling|poetry|cities|performance|music,"comedy, humor, spoken word",TEDGlobal 2009,Sophie Hunger,,Singer,518461,85,-0.45,https://embed.ted.com/talks/sophie_hunger_plays_songs_of_secrets_city_lights,"This haunting, intimate performance by European singer-songwriter Sophie Hunger features songs from her breakout debut ""Monday's Ghost"" and the just-released album ""1983.""",2010,2009,1275038460,0,23.07,https://www.ted.com/talks/sophie_hunger_plays_songs_of_secrets_city_lights,Sophie Hunger: Songs of secrets and city lights,695,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/sophie_hunger_songs_of_secrets_and_city_lights.png,Cluster_10,-0.3213304503072849,0.6232509091282836,-10.05704402923584,34.189212799072266,0.39620232582092285,-0.5507328510284424
internet|culture|web|technology|online video|law|music,"music, live music, performance",TEDxNYED,Lawrence Lessig,tedx,Legal activist,389961,88,-0.44,https://embed.ted.com/talks/lessig_nyed,"Former ""young Republican"" Larry Lessig talks about what Democrats can learn about copyright from their opposite party, considered more conservative. A surprising lens on remix culture.",2010,2010,1275304380,23,18.75,https://www.ted.com/talks/lessig_nyed,Lawrence Lessig: Re-examining the remix,696,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/lawrence_lessig_re_examining_the_remix.png,Cluster_4,-0.8921233961267775,1.92787432183896,-2.8935678005218506,1.2762925624847412,0.07150193303823471,-0.162643164396286
visualizations|science|film|invention|technology|interface design|design|future|computers,"technology, design, demo",TED2010,John Underkoffler,,Interface designer,1514014,227,0.13,https://embed.ted.com/talks/john_underkoffler_drive_3d_data_with_a_gesture,"Minority Report science adviser and inventor John Underkoffler demos g-speak -- the real-life version of the film's eye-popping, tai chi-meets-cyberspace computer interface. Is this how tomorrow's computers will be controlled?",2010,2010,1275381600,23,15.37,https://www.ted.com/talks/john_underkoffler_drive_3d_data_with_a_gesture,John Underkoffler: Pointing to the future of UI,697,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/john_underkoffler_pointing_to_the_future_of_ui.png,Cluster_5,-0.6323523966923261,3.179796180876482,-14.771622657775879,-10.690861701965332,-0.1793510913848877,0.0029006183613091707
oceans|science|fish|mission blue|photography|magic,"science, biology, animals",Mission Blue Voyage,Brian Skerry,,Photographer,1426130,342,0.19,https://embed.ted.com/talks/brian_skerry_reveals_ocean_s_glory_and_horror,"Photographer Brian Skerry shoots life above and below the waves -- as he puts it, both the horror and the magic of the ocean. Sharing amazing, intimate shots of undersea creatures, he shows how powerful images can help make change.",2010,2010,1275428160,26,16.22,https://www.ted.com/talks/brian_skerry_reveals_ocean_s_glory_and_horror,Brian Skerry: The ocean's glory -- and horror,698,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/brian_skerry_the_ocean_s_glory_and_horror.png,Cluster_2,1.078527636455115,-0.7973843297393974,-8.170305252075195,-29.27215576171875,-0.19984599947929382,0.3836577236652374
internet|culture|web|meme|government|hack|law|computers|media|activism|collaboration,"society, social change, humanity",TED2010,"Christopher ""moot"" Poole""",,"Founder, 4chan",1451649,477,0.1,https://embed.ted.com/talks/christopher_m00t_poole_the_case_for_anonymity_online,"The founder of 4chan, a controversial, uncensored online imageboard, describes its subculture, some of the Internet ""memes"" it has launched, and the incident in which its users managed a very public, precision hack of a mainstream media website. The talk raises questions about the power -- and price -- of anonymity.",2010,2010,1275467340,28,13.17,https://www.ted.com/talks/christopher_m00t_poole_the_case_for_anonymity_online,"Christopher ""moot"" Poole"": The case for anonymity online",699,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/christopher_moot_poole_the_case_for_anonymity_online.png,Cluster_9,-0.9814367886622487,0.4668654800127399,-3.159883499145508,1.4871078729629517,0.19548214972019196,-0.2596021592617035
science|economics|innovation|physics|space|global issues|curiosity,"universe, science, astronomy",TEDSalon London 2010,Brian Cox,,Physicist ,1616851,228,0.17,https://embed.ted.com/talks/brian_cox_why_we_need_the_explorers,"In tough economic times, our exploratory science programs -- from space probes to the LHC -- are first to suffer budget cuts. Brian Cox explains how curiosity-driven science pays for itself, powering innovation and a profound appreciation of our existence.",2010,2010,1275557100,33,16.48,https://www.ted.com/talks/brian_cox_why_we_need_the_explorers,Brian Cox: Why we need the explorers,700,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/brian_cox_why_we_need_the_explorers.png,Cluster_14,-0.8102503791418603,0.6994826777700799,15.255586624145508,-1.1372978687286377,-0.18688534200191498,-0.023836998268961906
entertainment|engineering|physics|music,"music, live music, performance",TEDxUSC,Adam Sadowsky,tedx,Creative entrepreneur ,1059130,142,0.02,https://embed.ted.com/talks/adam_sadowsky_engineers_a_viral_music_video,"The band OK Go dreamed up the idea of a massive Rube Goldberg machine for their next music video -- and Adam Sadowsky's team was charged with building it. He tells the story of the effort and engineering behind their labyrinthine creation that quickly became the YouTube sensation ""This Too Shall Pass.""",2010,2010,1275642720,33,14.47,https://www.ted.com/talks/adam_sadowsky_engineers_a_viral_music_video,Adam Sadowsky: How to engineer a viral music video,701,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/adam_sadowsky_how_to_engineer_a_viral_music_video.png,Cluster_4,-0.5847914265635847,0.2638734257716934,-19.446786880493164,28.24947166442871,0.17601358890533447,-0.2877001464366913
government|sports|debate|democracy|art|law|philosophy|politics,"global issues, war, education",TED2010,Michael Sandel,,Political philosopher,1160672,393,0.06,https://embed.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate,"Democracy thrives on civil debate, Michael Sandel  says -- but we're shamefully out of practice. He leads a fun refresher, with TEDsters sparring over a recent Supreme Court case (PGA Tour Inc. v. Martin) whose outcome reveals the critical ingredient in justice.",2010,2010,1275901260,32,19.7,https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate,Michael Sandel: The lost art of democratic debate,702,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/michael_sandel_the_lost_art_of_democratic_debate.png,Cluster_0,-0.6049620086305021,-0.9000472064258621,20.7700138092041,5.704463958740234,0.41162070631980896,0.19731739163398743
